,climbing,lat,lon,satellite_path,satellite_url,streets_path,streets_url,terrain_path,terrain_url
0,1,44.256,-69.09629,./data/satellite/15_10094_11882.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10094/11882.jpg90?access_token=,./data/streets/13_2523_2970.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2523/2970.jpg90?access_token=,./data/terrain/15_10094_11882.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10094/11882.png
1,1,44.247009999999996,-69.08471,./data/satellite/15_10095_11883.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10095/11883.jpg90?access_token=,./data/streets/13_2523_2970.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2523/2970.jpg90?access_token=,./data/terrain/15_10095_11883.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10095/11883.png
2,1,44.233579999999996,-69.07158000000001,./data/satellite/15_10096_11885.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10096/11885.jpg90?access_token=,./data/streets/13_2524_2971.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2524/2971.jpg90?access_token=,./data/terrain/15_10096_11885.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10096/11885.png
3,1,44.23754,-69.06491,./data/satellite/15_10097_11884.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10097/11884.jpg90?access_token=,./data/streets/13_2524_2971.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2524/2971.jpg90?access_token=,./data/terrain/15_10097_11884.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10097/11884.png
4,1,44.22279,-69.06923,./data/satellite/15_10097_11886.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10097/11886.jpg90?access_token=,./data/streets/13_2524_2971.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2524/2971.jpg90?access_token=,./data/terrain/15_10097_11886.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10097/11886.png
5,1,44.8074,-68.5966,./data/satellite/15_10140_11812.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10140/11812.jpg90?access_token=,./data/streets/13_2535_2953.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2535/2953.jpg90?access_token=,./data/terrain/15_10140_11812.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10140/11812.png
6,1,44.8174,-68.49405,./data/satellite/15_10149_11810.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10149/11810.jpg90?access_token=,./data/streets/13_2537_2952.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2537/2952.jpg90?access_token=,./data/terrain/15_10149_11810.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10149/11810.png
7,1,44.793279999999996,-68.49643,./data/satellite/15_10149_11814.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10149/11814.jpg90?access_token=,./data/streets/13_2537_2953.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2537/2953.jpg90?access_token=,./data/terrain/15_10149_11814.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10149/11814.png
8,1,44.85192,-68.45149,./data/satellite/15_10153_11806.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10153/11806.jpg90?access_token=,./data/streets/13_2538_2951.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2538/2951.jpg90?access_token=,./data/terrain/15_10153_11806.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10153/11806.png
9,1,44.3396,-68.2581,./data/satellite/15_10170_11871.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10170/11871.jpg90?access_token=,./data/streets/13_2542_2967.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2542/2967.jpg90?access_token=,./data/terrain/15_10170_11871.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10170/11871.png
10,1,44.3185,-68.1934,./data/satellite/15_10176_11874.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10176/11874.jpg90?access_token=,./data/streets/13_2544_2968.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2544/2968.jpg90?access_token=,./data/terrain/15_10176_11874.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10176/11874.png
11,1,44.34691,-68.19013000000001,./data/satellite/15_10177_11871.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10177/11871.jpg90?access_token=,./data/streets/13_2544_2967.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2544/2967.jpg90?access_token=,./data/terrain/15_10177_11871.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10177/11871.png
12,1,44.33347,-68.18731,./data/satellite/15_10177_11872.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10177/11872.jpg90?access_token=,./data/streets/13_2544_2968.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2544/2968.jpg90?access_token=,./data/terrain/15_10177_11872.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10177/11872.png
13,1,44.31194,-68.18919,./data/satellite/15_10177_11875.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10177/11875.jpg90?access_token=,./data/streets/13_2544_2968.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2544/2968.jpg90?access_token=,./data/terrain/15_10177_11875.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10177/11875.png
14,1,44.32671,-68.1759,./data/satellite/15_10178_11873.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/10178/11873.jpg90?access_token=,./data/streets/13_2544_2968.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/2544/2968.jpg90?access_token=,./data/terrain/15_10178_11873.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/10178/11873.png
15,1,21.5694,-158.26946999999998,./data/satellite/15_1977_14372.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/1977/14372.jpg90?access_token=,./data/streets/13_494_3593.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/494/3593.jpg90?access_token=,./data/terrain/15_1977_14372.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/1977/14372.png
16,1,21.5784,-158.2287,./data/satellite/15_1981_14371.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/1981/14371.jpg90?access_token=,./data/streets/13_495_3592.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/495/3592.jpg90?access_token=,./data/terrain/15_1981_14371.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/1981/14371.png
17,1,21.63795,-158.06738,./data/satellite/15_1996_14365.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/1996/14365.jpg90?access_token=,./data/streets/13_499_3591.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/499/3591.jpg90?access_token=,./data/terrain/15_1996_14365.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/1996/14365.png
18,1,21.4237,-157.9834,./data/satellite/15_2003_14386.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2003/14386.jpg90?access_token=,./data/streets/13_500_3596.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/500/3596.jpg90?access_token=,./data/terrain/15_2003_14386.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2003/14386.png
19,1,21.32416,-157.84694,./data/satellite/15_2016_14396.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2016/14396.jpg90?access_token=,./data/streets/13_504_3599.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/504/3599.jpg90?access_token=,./data/terrain/15_2016_14396.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2016/14396.png
20,1,21.3143,-157.7784,./data/satellite/15_2022_14397.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2022/14397.jpg90?access_token=,./data/streets/13_505_3599.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/505/3599.jpg90?access_token=,./data/terrain/15_2022_14397.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2022/14397.png
21,1,21.3091,-157.6573,./data/satellite/15_2033_14398.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2033/14398.jpg90?access_token=,./data/streets/13_508_3599.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/508/3599.jpg90?access_token=,./data/terrain/15_2033_14398.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2033/14398.png
22,1,63.0649,-151.17191,./data/satellite/15_2623_8930.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2623/8930.jpg90?access_token=,./data/streets/13_655_2232.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/655/2232.jpg90?access_token=,./data/terrain/15_2623_8930.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2623/8930.png
23,1,61.2174,-149.8755,./data/satellite/15_2741_9289.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2741/9289.jpg90?access_token=,./data/streets/13_685_2322.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/685/2322.jpg90?access_token=,./data/terrain/15_2741_9289.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2741/9289.png
24,1,61.2134,-149.8672,./data/satellite/15_2742_9290.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2742/9290.jpg90?access_token=,./data/streets/13_685_2322.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/685/2322.jpg90?access_token=,./data/terrain/15_2742_9290.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2742/9290.png
25,1,61.0583,-149.7979,./data/satellite/15_2749_9319.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2749/9319.jpg90?access_token=,./data/streets/13_687_2329.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/687/2329.jpg90?access_token=,./data/terrain/15_2749_9319.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2749/9319.png
26,1,61.1415,-149.7641,./data/satellite/15_2752_9304.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2752/9304.jpg90?access_token=,./data/streets/13_688_2326.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/688/2326.jpg90?access_token=,./data/terrain/15_2752_9304.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2752/9304.png
27,1,61.0696,-149.59775,./data/satellite/15_2767_9317.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2767/9317.jpg90?access_token=,./data/streets/13_691_2329.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/691/2329.jpg90?access_token=,./data/terrain/15_2767_9317.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2767/9317.png
28,1,61.0767,-149.57068999999998,./data/satellite/15_2769_9316.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2769/9316.jpg90?access_token=,./data/streets/13_692_2329.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/692/2329.jpg90?access_token=,./data/terrain/15_2769_9316.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2769/9316.png
29,1,64.1702,-149.29871,./data/satellite/15_2794_8703.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2794/8703.jpg90?access_token=,./data/streets/13_698_2175.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/698/2175.jpg90?access_token=,./data/terrain/15_2794_8703.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2794/8703.png
30,1,61.813469999999995,-149.25537,./data/satellite/15_2798_9176.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2798/9176.jpg90?access_token=,./data/streets/13_699_2294.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/699/2294.jpg90?access_token=,./data/terrain/15_2798_9176.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2798/9176.png
31,1,61.207980000000006,-149.25236999999998,./data/satellite/15_2798_9291.jpg,https://api.mapbox.com/v4/mapbox.satellite/15/2798/9291.jpg90?access_token=,./data/streets/13_699_2322.jpg,https://api.mapbox.com/v4/mapbox.high-contrast/13/699/2322.jpg90?access_token=,./data/terrain/15_2798_9291.png,https://s3.amazonaws.com/elevation-tiles-prod/terrarium/15/2798/9291.png
